source,target,from,to
43680,43680,en,ja
43681,43681,en,ja
43682,43682,en,ja
43683,43683,en,ja
43684,43684,en,ja
43685,43685,en,ja
43686,43686,en,ja
43687,43687,en,ja
43688,43688,en,ja
43689,43689,en,ja
4369,4369,en,ja
43690,43690,en,ja
43691,43691,en,ja
43692,43692,en,ja
43693,43693,en,ja
43694,43694,en,ja
43695,43695,en,ja
43696,43696,en,ja
43697,43697,en,ja
43698,43698,en,ja
43699,43699,en,ja
437,437,en,ja
4370,4370,en,ja
43700,43700,en,ja
43701,43701,en,ja
43702,43702,en,ja
43703,43703,en,ja
43704,43704,en,ja
43705,43705,en,ja
43706,43706,en,ja
43707,43707,en,ja
43708,43708,en,ja
43709,43709,en,ja
4371,4371,en,ja
43710,43710,en,ja
43711,43711,en,ja
43712,43712,en,ja
43713,43713,en,ja
43714,43714,en,ja
43715,43715,en,ja
43716,43716,en,ja
43717,43717,en,ja
43718,43718,en,ja
43719,43719,en,ja
4372,4372,en,ja
43720,43720,en,ja
43721,43721,en,ja
43722,43722,en,ja
43723,43723,en,ja
43724,43724,en,ja
43725,43725,en,ja
43726,43726,en,ja
43727,43727,en,ja
43728,43728,en,ja
43729,43729,en,ja
4373,4373,en,ja
43730,43730,en,ja
43731,43731,en,ja
43732,43732,en,ja
43733,43733,en,ja
43734,43734,en,ja
43735,43735,en,ja
43736,43736,en,ja
43737,43737,en,ja
43738,43738,en,ja
43739,43739,en,ja
4374,4374,en,ja
43740,43740,en,ja
43741,43741,en,ja
43742,43742,en,ja
43743,43743,en,ja
43744,43744,en,ja
43745,43745,en,ja
43746,43746,en,ja
43747,43747,en,ja
43748,43748,en,ja
43749,43749,en,ja
4375,4375,en,ja
43750,43750,en,ja
43751,43751,en,ja
43752,43752,en,ja
43753,43753,en,ja
43754,43754,en,ja
43755,43755,en,ja
43756,43756,en,ja
43757,43757,en,ja
43758,43758,en,ja
43759,43759,en,ja
4376,4376,en,ja
43760,43760,en,ja
43761,43761,en,ja
43762,43762,en,ja
43763,43763,en,ja
43764,43764,en,ja
43765,43765,en,ja
43766,43766,en,ja
43767,43767,en,ja
43768,43768,en,ja
43769,43769,en,ja
4377,4377,en,ja
43770,43770,en,ja
43771,43771,en,ja
43772,43772,en,ja
43773,43773,en,ja
43774,43774,en,ja
43775,43775,en,ja
43776,43776,en,ja
43777,43777,en,ja
43778,43778,en,ja
43779,43779,en,ja
4378,4378,en,ja
43780,43780,en,ja
43781,43781,en,ja
43782,43782,en,ja
43783,43783,en,ja
43784,43784,en,ja
43785,43785,en,ja
43786,43786,en,ja
43787,43787,en,ja
43788,43788,en,ja
43789,43789,en,ja
4379,4379,en,ja
43790,43790,en,ja
43791,43791,en,ja
43792,43792,en,ja
43793,43793,en,ja
43794,43794,en,ja
43795,43795,en,ja
43796,43796,en,ja
43797,43797,en,ja
43798,43798,en,ja
43799,43799,en,ja
438,438,en,ja
4380,4380,en,ja
43800,43800,en,ja
43801,43801,en,ja
43802,43802,en,ja
43803,43803,en,ja
43804,43804,en,ja
43805,43805,en,ja
43806,43806,en,ja
43807,43807,en,ja
43808,43808,en,ja
43809,43809,en,ja
4381,4381,en,ja
43810,43810,en,ja
43811,43811,en,ja
43812,43812,en,ja
43813,43813,en,ja
43814,43814,en,ja
43815,43815,en,ja
43816,43816,en,ja
43817,43817,en,ja
43818,43818,en,ja
43819,43819,en,ja
4382,4382,en,ja
43820,43820,en,ja
43821,43821,en,ja
43822,43822,en,ja
43823,43823,en,ja
43824,43824,en,ja
43825,43825,en,ja
43826,43826,en,ja
43827,43827,en,ja
43828,43828,en,ja
43829,43829,en,ja
4383,4383,en,ja
43830,43830,en,ja
43831,43831,en,ja
43832,43832,en,ja
43833,43833,en,ja
43834,43834,en,ja
43835,43835,en,ja
43836,43836,en,ja
43837,43837,en,ja
43838,43838,en,ja
43839,43839,en,ja
4384,4384,en,ja
43840,43840,en,ja
43841,43841,en,ja
43842,43842,en,ja
43843,43843,en,ja
43844,43844,en,ja
43845,43845,en,ja
43846,43846,en,ja
43847,43847,en,ja
43848,43848,en,ja
43849,43849,en,ja
4385,4385,en,ja
43850,43850,en,ja
43851,43851,en,ja
43852,43852,en,ja
43853,43853,en,ja
43854,43854,en,ja
43855,43855,en,ja
43856,43856,en,ja
43857,43857,en,ja
43858,43858,en,ja
43859,43859,en,ja
4386,4386,en,ja
43860,43860,en,ja
43861,43861,en,ja
43862,43862,en,ja
43863,43863,en,ja
43864,43864,en,ja
43865,43865,en,ja
43866,43866,en,ja
43867,43867,en,ja
43868,43868,en,ja
43869,43869,en,ja
4387,4387,en,ja
43870,43870,en,ja
43871,43871,en,ja
43872,43872,en,ja
43873,43873,en,ja
43874,43874,en,ja
43875,43875,en,ja
43876,43876,en,ja
43877,43877,en,ja
43878,43878,en,ja
43879,43879,en,ja
4388,4388,en,ja
43880,43880,en,ja
43881,43881,en,ja
43882,43882,en,ja
43883,43883,en,ja
43884,43884,en,ja
43885,43885,en,ja
43886,43886,en,ja
43887,43887,en,ja
43888,43888,en,ja
43889,43889,en,ja
4389,4389,en,ja
43890,43890,en,ja
43891,43891,en,ja
43892,43892,en,ja
43893,43893,en,ja
43894,43894,en,ja
43895,43895,en,ja
43896,43896,en,ja
43897,43897,en,ja
43898,43898,en,ja
43899,43899,en,ja
439,439,en,ja
4390,4390,en,ja
43900,43900,en,ja
43901,43901,en,ja
43902,43902,en,ja
43903,43903,en,ja
43904,43904,en,ja
43905,43905,en,ja
43906,43906,en,ja
43907,43907,en,ja
43908,43908,en,ja
43909,43909,en,ja
4391,4391,en,ja
43910,43910,en,ja
43911,43911,en,ja
43912,43912,en,ja
43913,43913,en,ja
43914,43914,en,ja
43915,43915,en,ja
43916,43916,en,ja
43917,43917,en,ja
43918,43918,en,ja
43919,43919,en,ja
4392,4392,en,ja
43920,43920,en,ja
43921,43921,en,ja
43922,43922,en,ja
43923,43923,en,ja
43924,43924,en,ja
43925,43925,en,ja
43926,43926,en,ja
43927,43927,en,ja
43928,43928,en,ja
43929,43929,en,ja
4393,4393,en,ja
43930,43930,en,ja
43931,43931,en,ja
43932,43932,en,ja
43933,43933,en,ja
43934,43934,en,ja
43935,43935,en,ja
43936,43936,en,ja
43937,43937,en,ja
43938,43938,en,ja
43939,43939,en,ja
4394,4394,en,ja
43940,43940,en,ja
43941,43941,en,ja
43942,43942,en,ja
43943,43943,en,ja
43944,43944,en,ja
43945,43945,en,ja
43946,43946,en,ja
43947,43947,en,ja
43948,43948,en,ja
43949,43949,en,ja
4395,4395,en,ja
43950,43950,en,ja
43951,43951,en,ja
43952,43952,en,ja
43953,43953,en,ja
43954,43954,en,ja
43955,43955,en,ja
43956,43956,en,ja
43957,43957,en,ja
43958,43958,en,ja
43959,43959,en,ja
4396,4396,en,ja
43960,43960,en,ja
43961,43961,en,ja
43962,43962,en,ja
43963,43963,en,ja
43964,43964,en,ja
43965,43965,en,ja
43966,43966,en,ja
43967,43967,en,ja
43968,43968,en,ja
43969,43969,en,ja
4397,4397,en,ja
43970,43970,en,ja
43971,43971,en,ja
43972,43972,en,ja
43973,43973,en,ja
43974,43974,en,ja
43975,43975,en,ja
43976,43976,en,ja
43977,43977,en,ja
43978,43978,en,ja
43979,43979,en,ja
4398,4398,en,ja
43980,43980,en,ja
43981,43981,en,ja
43982,43982,en,ja
43983,43983,en,ja
43984,43984,en,ja
43985,43985,en,ja
43986,43986,en,ja
43987,43987,en,ja
43988,43988,en,ja
43989,43989,en,ja
4399,4399,en,ja
43990,43990,en,ja
43991,43991,en,ja
43992,43992,en,ja
43993,43993,en,ja
43994,43994,en,ja
43995,43995,en,ja
43996,43996,en,ja
43997,43997,en,ja
43998,43998,en,ja
43999,43999,en,ja
44,44,en,ja
440,440,en,ja
4400,4400,en,ja
44000,44000,en,ja
44001,44001,en,ja
44002,44002,en,ja
44003,44003,en,ja
44004,44004,en,ja
44005,44005,en,ja
44006,44006,en,ja
44007,44007,en,ja
44008,44008,en,ja
44009,44009,en,ja
4401,4401,en,ja
44010,44010,en,ja
44011,44011,en,ja
44012,44012,en,ja
44013,44013,en,ja
44014,44014,en,ja
44015,44015,en,ja
44016,44016,en,ja
44017,44017,en,ja
44018,44018,en,ja
44019,44019,en,ja
4402,4402,en,ja
44020,44020,en,ja
44021,44021,en,ja
44022,44022,en,ja
44023,44023,en,ja
44024,44024,en,ja
44025,44025,en,ja
44026,44026,en,ja
44027,44027,en,ja
44028,44028,en,ja
44029,44029,en,ja
4403,4403,en,ja
44030,44030,en,ja
44031,44031,en,ja
44032,44032,en,ja
44033,44033,en,ja
44034,44034,en,ja
44035,44035,en,ja
44036,44036,en,ja
44037,44037,en,ja
44038,44038,en,ja
44039,44039,en,ja
4404,4404,en,ja
44040,44040,en,ja
44041,44041,en,ja
44042,44042,en,ja
44043,44043,en,ja
44044,44044,en,ja
44045,44045,en,ja
44046,44046,en,ja
44047,44047,en,ja
44048,44048,en,ja
44049,44049,en,ja
4405,4405,en,ja
44050,44050,en,ja
44051,44051,en,ja
44052,44052,en,ja
44053,44053,en,ja
44054,44054,en,ja
44055,44055,en,ja
44056,44056,en,ja
44057,44057,en,ja
44058,44058,en,ja
44059,44059,en,ja
4406,4406,en,ja
44060,44060,en,ja
44061,44061,en,ja
44062,44062,en,ja
44063,44063,en,ja
44064,44064,en,ja
44065,44065,en,ja
44066,44066,en,ja
44067,44067,en,ja
44068,44068,en,ja
44069,44069,en,ja
4407,4407,en,ja
44070,44070,en,ja
44071,44071,en,ja
44072,44072,en,ja
44073,44073,en,ja
44074,44074,en,ja
44075,44075,en,ja
44076,44076,en,ja
44077,44077,en,ja
44078,44078,en,ja
44079,44079,en,ja
4408,4408,en,ja
44080,44080,en,ja
44081,44081,en,ja
44082,44082,en,ja
44083,44083,en,ja
44084,44084,en,ja
44085,44085,en,ja
44086,44086,en,ja
44087,44087,en,ja
44088,44088,en,ja
44089,44089,en,ja
4409,4409,en,ja
44090,44090,en,ja
44091,44091,en,ja
44092,44092,en,ja
44093,44093,en,ja
44094,44094,en,ja
44095,44095,en,ja
44096,44096,en,ja
44097,44097,en,ja
44098,44098,en,ja
44099,44099,en,ja
441,441,en,ja
4410,4410,en,ja
44100,44100,en,ja
44101,44101,en,ja
44102,44102,en,ja
44103,44103,en,ja
44104,44104,en,ja
44105,44105,en,ja
44106,44106,en,ja
44107,44107,en,ja
44108,44108,en,ja
44109,44109,en,ja
4411,4411,en,ja
44110,44110,en,ja
44111,44111,en,ja
44112,44112,en,ja
44113,44113,en,ja
44114,44114,en,ja
44115,44115,en,ja
44116,44116,en,ja
44117,44117,en,ja
44118,44118,en,ja
44119,44119,en,ja
4412,4412,en,ja
44120,44120,en,ja
44121,44121,en,ja
44122,44122,en,ja
44123,44123,en,ja
44124,44124,en,ja
44125,44125,en,ja
44126,44126,en,ja
44127,44127,en,ja
44128,44128,en,ja
44129,44129,en,ja
4413,4413,en,ja
44130,44130,en,ja
44131,44131,en,ja
44132,44132,en,ja
44133,44133,en,ja
44134,44134,en,ja
44135,44135,en,ja
44136,44136,en,ja
44137,44137,en,ja
44138,44138,en,ja
44139,44139,en,ja
4414,4414,en,ja
44140,44140,en,ja
44141,44141,en,ja
44142,44142,en,ja
44143,44143,en,ja
44144,44144,en,ja
44145,44145,en,ja
44146,44146,en,ja
44147,44147,en,ja
44148,44148,en,ja
44149,44149,en,ja
4415,4415,en,ja
44150,44150,en,ja
44151,44151,en,ja
44152,44152,en,ja
44153,44153,en,ja
44154,44154,en,ja
44155,44155,en,ja
44156,44156,en,ja
44157,44157,en,ja
44158,44158,en,ja
44159,44159,en,ja
4416,4416,en,ja
44160,44160,en,ja
44161,44161,en,ja
44162,44162,en,ja
44163,44163,en,ja
44164,44164,en,ja
44165,44165,en,ja
44166,44166,en,ja
44167,44167,en,ja
44168,44168,en,ja
44169,44169,en,ja
4417,4417,en,ja
44170,44170,en,ja
44171,44171,en,ja
44172,44172,en,ja
44173,44173,en,ja
44174,44174,en,ja
44175,44175,en,ja
44176,44176,en,ja
44177,44177,en,ja
44178,44178,en,ja
44179,44179,en,ja
4418,4418,en,ja
44180,44180,en,ja
44181,44181,en,ja
44182,44182,en,ja
44183,44183,en,ja
44184,44184,en,ja
44185,44185,en,ja
44186,44186,en,ja
44187,44187,en,ja
44188,44188,en,ja
44189,44189,en,ja
4419,4419,en,ja
44190,44190,en,ja
44191,44191,en,ja
44192,44192,en,ja
44193,44193,en,ja
44194,44194,en,ja
44195,44195,en,ja
44196,44196,en,ja
44197,44197,en,ja
44198,44198,en,ja
44199,44199,en,ja
442,442,en,ja
4420,4420,en,ja
44200,44200,en,ja
44201,44201,en,ja
44202,44202,en,ja
44203,44203,en,ja
44204,44204,en,ja
44205,44205,en,ja
44206,44206,en,ja
44207,44207,en,ja
44208,44208,en,ja
44209,44209,en,ja
4421,4421,en,ja
44210,44210,en,ja
44211,44211,en,ja
44212,44212,en,ja
44213,44213,en,ja
44214,44214,en,ja
44215,44215,en,ja
44216,44216,en,ja
44217,44217,en,ja
44218,44218,en,ja
44219,44219,en,ja
4422,4422,en,ja
44220,44220,en,ja
44221,44221,en,ja
44222,44222,en,ja
44223,44223,en,ja
44224,44224,en,ja
44225,44225,en,ja
44226,44226,en,ja
44227,44227,en,ja
44228,44228,en,ja
44229,44229,en,ja
4423,4423,en,ja
44230,44230,en,ja
44231,44231,en,ja
44232,44232,en,ja
44233,44233,en,ja
44234,44234,en,ja
44235,44235,en,ja
44236,44236,en,ja
44237,44237,en,ja
44238,44238,en,ja
44239,44239,en,ja
4424,4424,en,ja
44240,44240,en,ja
44241,44241,en,ja
44242,44242,en,ja
44243,44243,en,ja
44244,44244,en,ja
44245,44245,en,ja
44246,44246,en,ja
44247,44247,en,ja
44248,44248,en,ja
44249,44249,en,ja
4425,4425,en,ja
44250,44250,en,ja
44251,44251,en,ja
44252,44252,en,ja
44253,44253,en,ja
44254,44254,en,ja
44255,44255,en,ja
44256,44256,en,ja
44257,44257,en,ja
44258,44258,en,ja
44259,44259,en,ja
4426,4426,en,ja
44260,44260,en,ja
44261,44261,en,ja
44262,44262,en,ja
44263,44263,en,ja
44264,44264,en,ja
44265,44265,en,ja
44266,44266,en,ja
44267,44267,en,ja
44268,44268,en,ja
44269,44269,en,ja
4427,4427,en,ja
44270,44270,en,ja
44271,44271,en,ja
44272,44272,en,ja
44273,44273,en,ja
44274,44274,en,ja
44275,44275,en,ja
44276,44276,en,ja
44277,44277,en,ja
44278,44278,en,ja
44279,44279,en,ja
4428,4428,en,ja
44280,44280,en,ja
44281,44281,en,ja
44282,44282,en,ja
44283,44283,en,ja
44284,44284,en,ja
44285,44285,en,ja
44286,44286,en,ja
44287,44287,en,ja
44288,44288,en,ja
44289,44289,en,ja
4429,4429,en,ja
44290,44290,en,ja
44291,44291,en,ja
44292,44292,en,ja
44293,44293,en,ja
44294,44294,en,ja
44295,44295,en,ja
44296,44296,en,ja
44297,44297,en,ja
44298,44298,en,ja
44299,44299,en,ja
443,443,en,ja
4430,4430,en,ja
44300,44300,en,ja
44301,44301,en,ja
44302,44302,en,ja
44303,44303,en,ja
44304,44304,en,ja
44305,44305,en,ja
44306,44306,en,ja
44307,44307,en,ja
44308,44308,en,ja
44309,44309,en,ja
4431,4431,en,ja
44310,44310,en,ja
44311,44311,en,ja
44312,44312,en,ja
44313,44313,en,ja
44314,44314,en,ja
44315,44315,en,ja
44316,44316,en,ja
44317,44317,en,ja
44318,44318,en,ja
44319,44319,en,ja
4432,4432,en,ja
44320,44320,en,ja
44321,44321,en,ja
44322,44322,en,ja
44323,44323,en,ja
44324,44324,en,ja
44325,44325,en,ja
44326,44326,en,ja
44327,44327,en,ja
44328,44328,en,ja
44329,44329,en,ja
4433,4433,en,ja
44330,44330,en,ja
44331,44331,en,ja
44332,44332,en,ja
44333,44333,en,ja
44334,44334,en,ja
44335,44335,en,ja
44336,44336,en,ja
44337,44337,en,ja
44338,44338,en,ja
44339,44339,en,ja
4434,4434,en,ja
44340,44340,en,ja
44341,44341,en,ja
44342,44342,en,ja
44343,44343,en,ja
44344,44344,en,ja
44345,44345,en,ja
44346,44346,en,ja
44347,44347,en,ja
44348,44348,en,ja
44349,44349,en,ja
4435,4435,en,ja
44350,44350,en,ja
44351,44351,en,ja
44352,44352,en,ja
44353,44353,en,ja
44354,44354,en,ja
44355,44355,en,ja
44356,44356,en,ja
44357,44357,en,ja
44358,44358,en,ja
44359,44359,en,ja
4436,4436,en,ja
44360,44360,en,ja
44361,44361,en,ja
44362,44362,en,ja
44363,44363,en,ja
44364,44364,en,ja
44365,44365,en,ja
44366,44366,en,ja
44367,44367,en,ja
44368,44368,en,ja
44369,44369,en,ja
4437,4437,en,ja
44370,44370,en,ja
44371,44371,en,ja
44372,44372,en,ja
44373,44373,en,ja
44374,44374,en,ja
44375,44375,en,ja
44376,44376,en,ja
44377,44377,en,ja
44378,44378,en,ja
44379,44379,en,ja
4438,4438,en,ja
44380,44380,en,ja
44381,44381,en,ja
44382,44382,en,ja
44383,44383,en,ja
44384,44384,en,ja
44385,44385,en,ja
44386,44386,en,ja
44387,44387,en,ja
44388,44388,en,ja
44389,44389,en,ja
4439,4439,en,ja
44390,44390,en,ja
44391,44391,en,ja
44392,44392,en,ja
44393,44393,en,ja
44394,44394,en,ja
44395,44395,en,ja
44396,44396,en,ja
44397,44397,en,ja
44398,44398,en,ja
44399,44399,en,ja
444,444,en,ja
4440,4440,en,ja
44400,44400,en,ja
44401,44401,en,ja
44402,44402,en,ja
44403,44403,en,ja
44404,44404,en,ja
44405,44405,en,ja
44406,44406,en,ja
44407,44407,en,ja
44408,44408,en,ja
44409,44409,en,ja
4441,4441,en,ja
44410,44410,en,ja
44411,44411,en,ja
44412,44412,en,ja
44413,44413,en,ja
44414,44414,en,ja
44415,44415,en,ja
44416,44416,en,ja
44417,44417,en,ja
44418,44418,en,ja
44419,44419,en,ja
4442,4442,en,ja
44420,44420,en,ja
44421,44421,en,ja
44422,44422,en,ja
44423,44423,en,ja
44424,44424,en,ja
44425,44425,en,ja
44426,44426,en,ja
44427,44427,en,ja
44428,44428,en,ja
44429,44429,en,ja
4443,4443,en,ja
44430,44430,en,ja
44431,44431,en,ja
44432,44432,en,ja
44433,44433,en,ja
44434,44434,en,ja
44435,44435,en,ja
44436,44436,en,ja
44437,44437,en,ja
44438,44438,en,ja
44439,44439,en,ja
4444,4444,en,ja
44440,44440,en,ja
44441,44441,en,ja
44442,44442,en,ja
44443,44443,en,ja
44444,44444,en,ja
44445,44445,en,ja
44446,44446,en,ja
44447,44447,en,ja
44448,44448,en,ja
44449,44449,en,ja
4445,4445,en,ja
44450,44450,en,ja
44451,44451,en,ja
44452,44452,en,ja
44453,44453,en,ja
44454,44454,en,ja
44455,44455,en,ja
44456,44456,en,ja
44457,44457,en,ja
44458,44458,en,ja
44459,44459,en,ja
4446,4446,en,ja
44460,44460,en,ja
44461,44461,en,ja
44462,44462,en,ja
44463,44463,en,ja
44464,44464,en,ja
44465,44465,en,ja
44466,44466,en,ja
44467,44467,en,ja
44468,44468,en,ja
44469,44469,en,ja
4447,4447,en,ja
44470,44470,en,ja
44471,44471,en,ja
44472,44472,en,ja
44473,44473,en,ja
44474,44474,en,ja
44475,44475,en,ja
44476,44476,en,ja
44477,44477,en,ja
44478,44478,en,ja
44479,44479,en,ja
4448,4448,en,ja
44480,44480,en,ja
44481,44481,en,ja
44482,44482,en,ja
44483,44483,en,ja
44484,44484,en,ja
44485,44485,en,ja
44486,44486,en,ja
44487,44487,en,ja
44488,44488,en,ja
44489,44489,en,ja
4449,4449,en,ja
44490,44490,en,ja
44491,44491,en,ja
44492,44492,en,ja
44493,44493,en,ja
44494,44494,en,ja
44495,44495,en,ja
44496,44496,en,ja
44497,44497,en,ja
44498,44498,en,ja
44499,44499,en,ja
445,445,en,ja
4450,4450,en,ja
44500,44500,en,ja
44501,44501,en,ja
44502,44502,en,ja
44503,44503,en,ja
44504,44504,en,ja
44505,44505,en,ja
44506,44506,en,ja
44507,44507,en,ja
44508,44508,en,ja
44509,44509,en,ja
4451,4451,en,ja
44510,44510,en,ja
44511,44511,en,ja
44512,44512,en,ja
44513,44513,en,ja
44514,44514,en,ja
44515,44515,en,ja
44516,44516,en,ja
44517,44517,en,ja
44518,44518,en,ja
44519,44519,en,ja
4452,4452,en,ja
44520,44520,en,ja
44521,44521,en,ja
44522,44522,en,ja
44523,44523,en,ja
44524,44524,en,ja
44525,44525,en,ja
44526,44526,en,ja
44527,44527,en,ja
44528,44528,en,ja
44529,44529,en,ja
4453,4453,en,ja
44530,44530,en,ja
44531,44531,en,ja
44532,44532,en,ja
44533,44533,en,ja
44534,44534,en,ja
44535,44535,en,ja
44536,44536,en,ja
44537,44537,en,ja
44538,44538,en,ja
44539,44539,en,ja
4454,4454,en,ja
44540,44540,en,ja
44541,44541,en,ja
44542,44542,en,ja
44543,44543,en,ja
44544,44544,en,ja
44545,44545,en,ja
44546,44546,en,ja
44547,44547,en,ja
44548,44548,en,ja
44549,44549,en,ja
4455,4455,en,ja
44550,44550,en,ja
44551,44551,en,ja
44552,44552,en,ja
44553,44553,en,ja
44554,44554,en,ja
44555,44555,en,ja
44556,44556,en,ja
44557,44557,en,ja
44558,44558,en,ja
44559,44559,en,ja
4456,4456,en,ja
44560,44560,en,ja
44561,44561,en,ja
44562,44562,en,ja
44563,44563,en,ja
44564,44564,en,ja
44565,44565,en,ja
44566,44566,en,ja
44567,44567,en,ja
44568,44568,en,ja
44569,44569,en,ja
4457,4457,en,ja
44570,44570,en,ja
44571,44571,en,ja
44572,44572,en,ja
44573,44573,en,ja
44574,44574,en,ja
44575,44575,en,ja
44576,44576,en,ja
44577,44577,en,ja
44578,44578,en,ja
44579,44579,en,ja
4458,4458,en,ja
44580,44580,en,ja
44581,44581,en,ja
44582,44582,en,ja
44583,44583,en,ja
44584,44584,en,ja
44585,44585,en,ja
44586,44586,en,ja
44587,44587,en,ja
44588,44588,en,ja
44589,44589,en,ja
4459,4459,en,ja
44590,44590,en,ja
44591,44591,en,ja
44592,44592,en,ja
44593,44593,en,ja
44594,44594,en,ja
44595,44595,en,ja
44596,44596,en,ja
44597,44597,en,ja
44598,44598,en,ja
44599,44599,en,ja
446,446,en,ja
4460,4460,en,ja
44600,44600,en,ja
44601,44601,en,ja
44602,44602,en,ja
44603,44603,en,ja
44604,44604,en,ja
44605,44605,en,ja
44606,44606,en,ja
44607,44607,en,ja
44608,44608,en,ja
44609,44609,en,ja
4461,4461,en,ja
44610,44610,en,ja
44611,44611,en,ja
44612,44612,en,ja
44613,44613,en,ja
44614,44614,en,ja
44615,44615,en,ja
44616,44616,en,ja
44617,44617,en,ja
44618,44618,en,ja
44619,44619,en,ja
4462,4462,en,ja
44620,44620,en,ja
44621,44621,en,ja
44622,44622,en,ja
44623,44623,en,ja
44624,44624,en,ja
44625,44625,en,ja
44626,44626,en,ja
44627,44627,en,ja
44628,44628,en,ja
44629,44629,en,ja
4463,4463,en,ja
44630,44630,en,ja
44631,44631,en,ja
44632,44632,en,ja
44633,44633,en,ja
44634,44634,en,ja
44635,44635,en,ja
44636,44636,en,ja
44637,44637,en,ja
44638,44638,en,ja
44639,44639,en,ja
4464,4464,en,ja
44640,44640,en,ja
44641,44641,en,ja
44642,44642,en,ja
44643,44643,en,ja
44644,44644,en,ja
44645,44645,en,ja
44646,44646,en,ja
44647,44647,en,ja
44648,44648,en,ja
44649,44649,en,ja
4465,4465,en,ja
44650,44650,en,ja
44651,44651,en,ja
44652,44652,en,ja
44653,44653,en,ja
44654,44654,en,ja
44655,44655,en,ja
44656,44656,en,ja
44657,44657,en,ja
44658,44658,en,ja
44659,44659,en,ja
4466,4466,en,ja
44660,44660,en,ja
44661,44661,en,ja
44662,44662,en,ja
44663,44663,en,ja
44664,44664,en,ja
44665,44665,en,ja
44666,44666,en,ja
44667,44667,en,ja
44668,44668,en,ja
44669,44669,en,ja
4467,4467,en,ja
44670,44670,en,ja
44671,44671,en,ja
44672,44672,en,ja
44673,44673,en,ja
44674,44674,en,ja
44675,44675,en,ja
44676,44676,en,ja
44677,44677,en,ja
44678,44678,en,ja
44679,44679,en,ja
4468,4468,en,ja
44680,44680,en,ja
44681,44681,en,ja
44682,44682,en,ja
44683,44683,en,ja
44684,44684,en,ja
44685,44685,en,ja
44686,44686,en,ja
44687,44687,en,ja
44688,44688,en,ja
44689,44689,en,ja
4469,4469,en,ja
44690,44690,en,ja
44691,44691,en,ja
44692,44692,en,ja
44693,44693,en,ja
44694,44694,en,ja
44695,44695,en,ja
44696,44696,en,ja
44697,44697,en,ja
44698,44698,en,ja
44699,44699,en,ja
447,447,en,ja
4470,4470,en,ja
44700,44700,en,ja
44701,44701,en,ja
44702,44702,en,ja
44703,44703,en,ja
44704,44704,en,ja
44705,44705,en,ja
44706,44706,en,ja
44707,44707,en,ja
44708,44708,en,ja
44709,44709,en,ja
4471,4471,en,ja
44710,44710,en,ja
44711,44711,en,ja
44712,44712,en,ja
44713,44713,en,ja
44714,44714,en,ja
44715,44715,en,ja
44716,44716,en,ja
44717,44717,en,ja
44718,44718,en,ja
44719,44719,en,ja
4472,4472,en,ja
44720,44720,en,ja
44721,44721,en,ja
44722,44722,en,ja
44723,44723,en,ja
44724,44724,en,ja
44725,44725,en,ja
44726,44726,en,ja
44727,44727,en,ja
44728,44728,en,ja
44729,44729,en,ja
4473,4473,en,ja
44730,44730,en,ja
44731,44731,en,ja
44732,44732,en,ja
44733,44733,en,ja
44734,44734,en,ja
44735,44735,en,ja
44736,44736,en,ja
44737,44737,en,ja
44738,44738,en,ja
44739,44739,en,ja
4474,4474,en,ja
44740,44740,en,ja
44741,44741,en,ja
44742,44742,en,ja
44743,44743,en,ja
44744,44744,en,ja
44745,44745,en,ja
44746,44746,en,ja
44747,44747,en,ja
44748,44748,en,ja
44749,44749,en,ja
4475,4475,en,ja
44750,44750,en,ja
44751,44751,en,ja
44752,44752,en,ja
44753,44753,en,ja
44754,44754,en,ja
44755,44755,en,ja
44756,44756,en,ja
44757,44757,en,ja
44758,44758,en,ja
44759,44759,en,ja
4476,4476,en,ja
44760,44760,en,ja
44761,44761,en,ja
44762,44762,en,ja
44763,44763,en,ja
44764,44764,en,ja
44765,44765,en,ja
44766,44766,en,ja
44767,44767,en,ja
44768,44768,en,ja
44769,44769,en,ja
4477,4477,en,ja
44770,44770,en,ja
44771,44771,en,ja
44772,44772,en,ja
44773,44773,en,ja
44774,44774,en,ja
44775,44775,en,ja
44776,44776,en,ja
44777,44777,en,ja
44778,44778,en,ja
44779,44779,en,ja
4478,4478,en,ja
44780,44780,en,ja
44781,44781,en,ja
44782,44782,en,ja
44783,44783,en,ja
44784,44784,en,ja
44785,44785,en,ja
44786,44786,en,ja
44787,44787,en,ja
44788,44788,en,ja
44789,44789,en,ja
4479,4479,en,ja
44790,44790,en,ja
44791,44791,en,ja
44792,44792,en,ja
44793,44793,en,ja
44794,44794,en,ja
44795,44795,en,ja
44796,44796,en,ja
44797,44797,en,ja
44798,44798,en,ja
44799,44799,en,ja
448,448,en,ja
4480,4480,en,ja
44800,44800,en,ja
44801,44801,en,ja
44802,44802,en,ja
44803,44803,en,ja
44804,44804,en,ja
44805,44805,en,ja
44806,44806,en,ja
44807,44807,en,ja
44808,44808,en,ja
44809,44809,en,ja
4481,4481,en,ja
44810,44810,en,ja
44811,44811,en,ja
44812,44812,en,ja
44813,44813,en,ja
44814,44814,en,ja
44815,44815,en,ja
44816,44816,en,ja
44817,44817,en,ja
44818,44818,en,ja
44819,44819,en,ja
4482,4482,en,ja
44820,44820,en,ja
44821,44821,en,ja
44822,44822,en,ja
44823,44823,en,ja
44824,44824,en,ja
44825,44825,en,ja
44826,44826,en,ja
